county_name,fips,pop2020,pop_density_perSqMile,perc_pop_65plus,median_HH_income,perc_college_grad
"Walker County, GA",13295,69992,156.8,19.7365,55288,13.8157
"Lewis and Clark County, MT",30049,69852,20.2,18.1684,74920,35.2976
"Troup County, GA",13285,69842,168.7,15.9302,56752,16.7304
"Carteret County, NC",37031,69820,137.9,24.3354,66513,25.3529
"Iberia Parish, LA",22045,69594,121.2,15.8677,61384,12.4752
"Isabella County, MI",26073,69485,121.3,12.8445,47924,26.427
"Greene County, TN",47059,69253,111.3,22.7153,49691,18.679
"Grand Forks County, ND",38035,69247,48.2,13.4547,63587,33.5662
"Klamath County, OR",41035,68578,11.5,21.7038,52876,19.6594
"Wilkes County, NC",37193,68557,90.9,22.3478,44877,13.8618
"York County, VA",51199,68329,652.1,16.0722,110096,41.3583
"Boone County, IN",18011,68257,161.4,15.6336,93073,36.7884
"Shiawassee County, MI",26155,68221,128.6,18.8314,66541,15.8862
"Jones County, MS",28067,68190,98.1,18.711,53166,18.1257
"Muskogee County, OK",40101,68022,83.9,18.5058,45327,20.1169
"Catoosa County, GA",13047,67906,418.8,17.8394,64027,18.3926
"Blue Earth County, MN",27013,67798,90.7,15.2084,67175,34.1338
"Laurens County, SC",45059,67753,94.9,19.4471,54726,13.2508
"Otero County, NM",35035,67603,10.2,19.2284,49472,17.597
"St. Francois County, MO",29187,67449,149.3,18.6022,51645,13.8834
"Ward County, ND",38101,67410,33.5,16.6622,72042,27.1743
"Mason County, WA",53045,67320,70.2,22.806,65036,17.6305
"Harrison County, WV",54033,67306,161.8,21.4052,57471,19.012
"Rutherford County, NC",37161,67294,119.3,22.2724,49639,17.7432
"Aroostook County, ME",23003,67059,10.1,24.2592,51447,17.7682
"Belmont County, OH",39013,67029,126,22.623,58280,15.6767
"Spalding County, GA",13255,67028,341.2,17.4226,57714,17.537
"Butler County, KS",20015,67021,46.9,16.7052,79360,27.62
"Rice County, MN",27131,66997,135.2,15.7276,81907,28.7948
"Marquette County, MI",26103,66996,37,18.8967,61407,29.1431
"Kershaw County, SC",45055,66839,92,18.7884,62845,18.8412
"Oldham County, KY",21185,66836,357,12.7371,110676,38.4051
"San Patricio County, TX",48409,66732,96.2,17.5448,68440,13.5102
"Darlington County, SC",45031,66725,118.9,18.8085,52591,16.2108
"Harrison County, TX",48203,66694,74.1,17.1185,64606,18.3191
"Williamson County, IL",17199,66668,158.7,20.9366,57071,20.5555
"Jefferson County, AR",5069,66485,76.4,17.1151,53739,19.4497
"Wayne County, IN",18177,65916,164.1,20.9403,53376,19.8078
"Grant County, IN",18053,65786,158.9,20.9786,55156,18.7022
"McCracken County, KY",21145,65549,263.5,21.3321,62096,22.007
"Adams County, IL",17001,65494,76.6,22.1715,63723,21.2704
"Jefferson County, OH",39081,65356,160.1,23.4684,56109,15.8986
"Nacogdoches County, TX",48347,65356,69,15.16,47448,22.7048
"Crow Wing County, MN",27035,65351,65.4,23.7609,64783,20.4203
"Tehama County, CA",6103,65316,22.1,20.5799,53416,14.5652
"Athens County, OH",39009,65267,129.6,13.3375,47202,26.9071
"Pulaski County, KY",21199,65247,99.1,21.4002,46457,13.3032
"Columbia County, PA",42037,65158,134.9,20.8892,62616,23.6614
"Hamblen County, TN",47063,65103,403.9,20.1342,52796,14.7662
"Marion County, OH",39101,65056,161.1,18.2781,58822,12.5715
"Effingham County, GA",13103,64955,136,12.5672,84848,18.5058
"Coos County, OR",41011,64908,40.7,26.7455,50148,15.6972
"Chippewa County, WI",55017,64853,64.3,18.8303,69476,19.5314
"Ionia County, MI",26067,64832,113.5,15.3273,66556,16.0107
"Starr County, TX",48427,64703,52.9,14.0967,33568,8.8883
"Armstrong County, PA",42005,64671,99,23.819,61569,17.1889
"Sauk County, WI",55111,64622,77.8,19.3928,70540,23.2264
"Lake County, CA",6033,64614,51.4,21.8637,49330,14.6532
"Chaves County, NM",35005,64554,10.6,17.5868,45792,18.2424
"Carbon County, PA",42025,64450,169,22.9744,69465,16.8112
"Pope County, AR",5115,64342,79.2,17.3137,54218,20.693
"Clay County, MN",27027,64269,61.5,15.7074,70493,32.2605
"Montcalm County, MI",26117,64068,90.8,18.7566,56408,11.8995
"Warren County, NY",36113,64057,73.9,22.071,75211,27.1481
"Sampson County, NC",37163,63667,67.4,19.1968,49445,14.5408
"Walker County, AL",1127,63655,80.5,21.1437,52650,10.8096
"Pender County, NC",37141,63617,73.1,19.8862,61484,20.5225
"Lamar County, MS",28073,63597,127.9,13.7931,68766,29.3042
"Crawford County, AR",5033,63436,107,17.6446,53790,14.0667
"San Benito County, CA",6069,63266,45.6,13.6424,85214,18.1829
"Warrick County, IN",18173,63226,164.3,17.6937,85428,29.7499
"Stanly County, NC",37167,63091,159.7,20.2374,59850,17.4824
"Livingston County, NY",36051,62962,99.7,17.8711,75148,27.0365
"Georgetown County, SC",45043,62903,77.3,25.56,60630,23.473
"Haywood County, NC",37087,62720,113.3,26.9882,60479,23.2182
"Knox County, OH",39083,62577,119.1,19.3154,68177,22.0395
"Hood County, TX",48221,62512,148.6,27.3691,75013,23.1038
"Salem County, NJ",34033,62367,187.9,19.3676,81362,20.7946
"Lee County, NC",37105,62060,243.4,18.4821,63766,22.9463
"Acadia Parish, LA",22001,61989,94.6,16.9675,52976,10.185
"Reno County, KS",20155,61963,49.4,21.5015,59335,18.5667
"Barry County, MI",26015,61769,111.7,19.2928,74422,19.2733
"Tipton County, TN",47167,61769,134.8,15.0108,72246,16.5688
"Lincoln County, SD",46083,61748,107,11.9874,99245,38.1941
"Belknap County, NH",33001,61528,153.7,21.7511,79384,29.2402
"Liberty County, GA",13179,61455,125.5,8.7658,62455,17.4272
"Hall County, NE",31079,61373,112.3,16.8902,63861,17.1153
"Herkimer County, NY",36043,61360,43.5,21.6982,62477,25.0011
"Washington County, NY",36115,61254,73.7,20.0966,69617,19.6975
"St. Joseph County, MI",26149,61116,122.1,19.1145,60794,15.7717
"Walla Walla County, WA",53071,61044,48.1,18.5489,63679,28.7285
"Laurel County, KY",21125,60974,140.5,17.3845,51339,11.1754
"Cumberland County, TN",47035,60916,89.4,32.1656,52245,17.4807
"Granville County, NC",37077,60836,114.4,16.916,67645,18.0209
"Garfield County, OK",40047,60833,57.5,19.4072,59316,19.6812
"Pittsylvania County, VA",51143,60415,62.4,22.6037,58674,16.8725
"Bradford County, PA",42015,60314,52.6,23.2599,62248,17.1683
"Garfield County, CO",8045,60213,20.4,10.697,78368,25.4649
"Washington County, OH",39167,59961,94.9,22.7815,61054,18.735
"Lawrence County, OH",39087,59582,131.4,20.4793,56684,17.8735
"Otsego County, NY",36077,59549,59.4,21.327,64094,26.2518
"Vermilion Parish, LA",22113,59529,50.7,17.0841,61666,12.1628
"Lincoln County, MO",29113,59525,95,14.8022,74587,14.9787
"Columbia County, NY",36021,59510,93.8,23.2079,78367,27.7569
"Union County, OH",39159,59309,137.4,12.912,89813,28.5271
"Otter Tail County, MN",27111,58991,29.9,26.6837,66553,25.3609
"Kenai Peninsula Borough, AK",2122,58806,3.7,15.2246,76593,23.6767
"Maverick County, TX",48323,58732,45.9,14.3414,41601,11.3867
"Mercer County, WV",54055,58727,140.2,23.1001,47808,19.8248
"Duplin County, NC",37061,58698,71.9,19.4112,46525,12.315
"Washington County, VT",50023,58698,85.4,18.895,77021,37.1904
"Pickaway County, OH",39129,58684,117.1,17.0779,74499,18.2498
"Eddy County, NM",35015,58630,14,18.5707,61977,14.8689
"Lowndes County, MS",28087,58569,115.9,16.5139,51864,21.8993
"Sandusky County, OH",39143,58549,143.3,19.5597,64701,14.6291
"Newton County, MO",29145,58379,93.4,19.8736,58387,19.5053
"Huron County, OH",39077,58344,118.7,17.9127,67892,12.8215
"Rutland County, VT",50021,58210,62.6,21.7454,68101,29.184
"Lyon County, NV",32019,58186,29.1,20.0993,63069,15.471
"Gordon County, GA",13129,58167,163.5,15.7632,55535,12.751
"Oxford County, ME",23017,58150,28,22.2098,58088,18.7217
"Russell County, AL",1113,58095,90.6,16.5694,47103,16.9213
"Blount County, AL",1009,57997,89.9,19.1786,61304,14.9994
"Hardin County, TX",48199,57817,64.9,18.0691,74443,15.3798
"Anderson County, TX",48001,57813,54.4,16.2489,57612,8.9003
"Pike County, KY",21195,57756,73.4,18.379,46091,12.6599
"Columbia County, WI",55021,57659,75.3,18.9459,78401,22.5967
"Cherokee County, SC",45021,57479,146.4,17.6395,46841,13.9293
"Scott County, KY",21209,57473,204,12.6355,82132,27.9062
"Genesee County, NY",36037,57343,116.3,20.1402,71665,21.3635
"Jefferson County, WV",54037,57323,273.4,15.8261,87744,26.7322
"Van Zandt County, TX",48467,56946,67.6,23.359,58439,15.9579
"Hawkins County, TN",47073,56894,116.8,21.9092,52005,13.6022
"Chisago County, MN",27025,56834,137,15.4995,88758,19.7841
"Coffee County, TN",47031,56783,132.4,20.4956,53040,18.1004
"Jackson County, IL",17077,56609,96.9,14.8104,42441,33.3481
"Putnam County, WV",54079,56576,163.7,19.1106,78203,26.2091
"Carter County, TN",47019,56547,165.7,22.514,45673,14.3904
"Watauga County, NC",37189,56449,180.6,16.3351,49718,34.6653
"La Plata County, CO",8067,56432,33.4,15.6507,75886,39.2209
"Carson City, NV",32510,56347,389.5,20.3258,69148,19.1773
"Box Elder County, UT",49003,56345,9.8,14.9561,75251,20.5112
"Taney County, MO",29213,56286,89,23.2811,55925,17.3041
"Franklin County, VA",51067,56175,81.4,23.028,63547,19.4757
"Grady County, OK",40051,56146,51,18.0992,65023,18.4149
"Marion County, WV",54049,56135,181.8,21.9328,56671,22.6748
"Pike County, PA",42103,56097,102.9,21.101,81722,23.5584
"Autauga County, AL",1001,56059,94.3,16.1384,74898,22.5914
"Lenoir County, NC",37107,55919,139.6,20.7514,49358,14.7562
"Pearl River County, MS",28109,55767,68.8,19.1744,57017,14.634
"Waller County, TX",48473,55642,108.4,13.2256,62336,17.9844
"Iron County, UT",49021,55582,16.9,13.2435,57315,25.5393
"Columbus County, NC",37047,55520,59.2,19.8469,49058,12.6616
"Hoke County, NC",37093,55362,141.7,10.435,61751,18.1739
"Colbert County, AL",1033,55354,93.4,22.4573,55213,18.436
"Seneca County, OH",39147,55227,100.2,19.1428,61337,15.2894
"Hancock County, ME",23009,55212,34.8,23.4985,67615,28.6676
"Eagle County, CO",8037,55196,32.8,7.8158,95935,44.9526
"Whiteside County, IL",17195,55173,80.6,22.4095,64118,15.3505
"Windsor County, VT",50027,55114,56.9,23.0159,72982,35.7916
"Camden County, GA",13039,54907,89.6,12.37,72537,17.9019
"Campbell County, VA",51031,54854,108.9,20.6275,64431,18.0743
"Jefferson County, TN",47089,54772,199.8,21.4653,53938,11.9791
"Tuolumne County, CA",6109,54761,24.7,25.9053,66024,17.7988
"Lafayette County, MS",28071,54534,86.3,14.2168,57087,37.7297
"Rusk County, TX",48401,54440,58.9,18.165,62588,13.4997
"Loudon County, TN",47105,54412,237.4,26.6302,68642,21.5409
"Jessamine County, KY",21113,54401,316.1,15.0475,67016,26.1823
"Dickson County, TN",47043,54267,110.8,17.7714,60656,12.9738
"Saline County, KS",20169,54203,75.3,18.1946,64442,27.1838
"Gila County, AZ",4007,54198,11.4,29.3424,49268,15.7732
"Johnson County, MO",29101,54125,65.3,14.2485,65305,25.7445
"McMinn County, TN",47107,53988,125.5,21.966,53467,15.444
"Washington County, VA",51191,53985,96.2,23.2917,60298,23.3816
"Boone County, IL",17007,53626,191,14.7056,82659,20.3506
"Roane County, TN",47145,53591,148.6,24.1067,60010,17.0423
"Ashland County, OH",39005,53550,126.6,20.6275,62033,22.5318
"St. Martin Parish, LA",22099,53436,72.4,15.8564,59638,15.1637
"Fulton County, NY",36035,53413,107.8,20.7309,63981,15.0809
"St. Charles Parish, LA",22089,53228,190.7,13.5624,81255,21.4575
"Harrisonburg city, VA",51660,53070,3046.8,10.2883,49091,35.6468
"Kerr County, TX",48265,52872,47.9,30.258,60724,29.3004
"Cherokee County, TX",48073,52835,50.2,19.3413,51066,14.93
"Culpeper County, VA",51047,52816,139.3,16.3928,89257,23.8708
"Elko County, NV",32007,52804,3.1,11.7756,88031,14.5141
"Columbia County, OR",41009,52605,80,18.3291,74411,18.5608
"Pulaski County, MO",29169,52603,96.1,9.7105,66225,22.4636
"Worcester County, MD",24047,52568,112.3,29.0386,80239,25.8915
"Coffee County, AL",1031,52521,77.4,18.6383,60391,23.7998
"Tuscola County, MI",26157,52220,65,20.9766,60851,13.0226
"Cass County, MI",26027,51901,105.9,21.1961,64392,18.4011
"Polk County, TX",48373,51850,49,24.8872,50521,14.1898
"Medina County, TX",48325,51848,39.1,18.0682,70733,20.6186
"Warren County, IA",19181,51792,90.9,17.5587,88056,30.3165
"Jackson County, AL",1071,51745,48,21.5789,51155,12.9601
"Washington County, OK",40147,51566,124.1,22.6661,60843,25.3935
"Grant County, WI",55043,51522,44.9,20.0807,63731,21.5972
"Wayne County, PA",42127,51472,70.9,24.4793,68481,22.4599
"Atascosa County, TX",48013,51470,42.2,17.4237,62344,12.8377
"Wilson County, TX",48493,51470,64,17.0935,84121,16.5812
"Edgecombe County, NC",37065,51354,101.6,18.8067,47260,9.7784
"Grundy County, IL",17063,51218,122.5,14.6531,88102,21.8512
"Franklin County, KY",21073,51137,246.2,17.9831,67148,25.7415
"Darke County, OH",39037,51136,85.5,21.8828,62821,12.8577
"Waupaca County, WI",55135,51100,68.3,23.0705,68633,17.2918
"Ogle County, IL",17141,50723,66.9,19.7189,76586,19.8707
"Somerset County, ME",23025,50658,12.9,21.3964,53211,14.6858
"Coles County, IL",17029,50655,99.7,17.939,51804,25.0121
"Venango County, PA",42121,50654,75.1,23.1926,57894,16.4102
"Queen Anne's County, MD",24035,50635,136.1,19.8341,113452,32.3312
"Winona County, MN",27169,50590,80.8,17.2346,67184,30.638
"Henry County, VA",51089,50586,132.3,24.916,47677,11.0533
"Lincoln County, OR",41041,50373,51.4,26.9926,57102,23.9167
"Navarro County, TX",48349,50352,49.9,18.3528,54943,19.6676
"Whitman County, WA",53075,50295,23.3,12.2239,46938,46.3705
"Calumet County, WI",55015,50171,157.7,15.1283,88368,27.4196
"Franklin County, NY",36033,50088,30.7,17.7448,60605,19.4788
"Lamar County, TX",48277,49972,55.1,21.494,54118,15.1343
"Bedford County, TN",47003,49949,105.5,16.9112,52856,14.333
"Halifax County, NC",37083,49911,68.9,20.9393,42675,12.673
"Le Flore County, OK",40079,49861,31.4,19.781,44373,15.3143
"Buffalo County, NE",31019,49819,51.5,15.7771,68808,33.1324
"Oktibbeha County, MS",28105,49801,108.7,12.3512,40421,44.1887
"Knox County, IL",17095,49610,69.2,23.1324,58000,19.5159
"Dearborn County, IN",18029,49577,162.5,17.6594,79825,20.3621
"Franklin County, VT",50011,49536,78.2,16.2347,75398,24.6653
"Shelby County, KY",21211,49463,130.3,16.3314,78682,23.3225
"Montgomery County, NY",36057,49299,122.3,20.6901,60127,16.6326
"Carroll County, NH",33003,49228,52.9,26.4382,70944,29.2545
"Douglas County, NV",32005,49225,69.4,25.6171,82716,25.9431
"Gibson County, TN",47053,49209,81.6,21.2177,52058,15.7983
"Newaygo County, MI",26123,49187,60.5,20.5379,57920,15.5454
"St. Mary Parish, LA",22101,49119,88.4,16.9486,56813,10.8727
"Dale County, AL",1045,49102,87.5,17.3618,60951,16.9229
"Val Verde County, TX",48465,49032,15.6,16.5708,53366,15.8562
"Henry County, IL",17073,48932,59.5,22.0183,72264,18.6542
"Curry County, NM",35009,48765,34.7,15.4681,52796,19.0918
"Cherokee County, OK",40021,48761,65.1,17.4279,38353,23.125
"Burnet County, TX",48053,48600,48.9,23.5144,66226,21.5399
"Shelby County, OH",39149,48586,119.2,16.8649,70682,14.8958
"Bristol County, RI",44001,48535,2008.6,21.3701,94917,39.5833
"Bryan County, OK",40013,48290,53.4,20.2713,46414,22.3554
"Logan County, OK",40083,48284,64.9,16.9104,66720,22.1189
"Kittitas County, WA",53037,48272,21,16.5127,58277,33.5809
"Tioga County, NY",36107,48245,93,20.7773,76437,27.6154
"Carter County, OK",40019,48144,58.6,18.8788,54721,17.3371
"Henry County, IN",18065,48132,122.8,20.9341,56663,15.2704
"Kendall County, TX",48259,48115,72.6,21.9661,97460,40.1248
"Fremont County, CO",8043,48031,31.3,23.0664,55416,18.366
"Bedford County, PA",42009,47927,47.3,24.7188,57797,12.5882
"Hancock County, MS",28045,47861,101,19.9766,58704,22.4436
"Noble County, IN",18113,47851,116.5,16.5848,65085,14.0985
"Crittenden County, AR",5035,47837,78.5,14.2986,53978,18.2461
"Laurens County, GA",13175,47683,59.1,18.4007,50818,14.1131
"Cortland County, NY",36023,47629,95.5,16.9729,66542,23.1577
"Charlottesville city, VA",51540,47416,4631.2,12.2343,60718,43.4069
"St. Bernard Parish, LA",22087,47373,125.5,12.3847,56955,11.0129
"Beltrami County, MN",27007,47343,18.9,16.8642,55418,24.0183
"Greene County, NY",36039,47232,73,22.4911,66265,21.7543
"Chenango County, NY",36017,47229,52.9,21.8235,63006,16.249
"Vernon Parish, LA",22115,47214,35.6,12.5514,63285,19.318
"Nye County, NV",32023,47174,2.6,29.353,51256,13.3445
"Beaufort County, NC",37013,47128,57,23.816,56534,17.0019
"Jackson County, FL",12063,47080,51.3,20.3547,53968,14.2188
"Bingham County, ID",16011,46990,22.4,14.9308,60719,20.2182
"Osage County, OK",40113,46988,20.9,20.0072,52033,15.5728
"Monroe County, TN",47123,46760,73.6,21.8071,49643,12.2855
"Lincoln Parish, LA",22061,46719,99,14.9019,49216,34.551
"Boyd County, KY",21019,46668,291.9,21.6358,55360,17.6379
"Camden County, MO",29029,46511,70.9,27.8859,61263,20.5276
"Santa Cruz County, AZ",4023,46451,37.6,18.0405,49879,21.657
"Goodhue County, MN",27049,46450,61.4,21.0226,77983,24.2075
"Clinton County, IA",19045,46418,66.8,21.58,67505,19.6103
"Nelson County, KY",21179,46384,111.1,15.7899,63024,16.3807
"Perry County, PA",42099,46379,84.1,18.1936,76927,16.1247
"Monroe County, WI",55081,46373,51.5,18.1248,66272,17.5555
"Washington Parish, LA",22117,46248,69.1,19.2116,42647,11.5622
"Marshall County, IN",18099,46235,104.2,18.9424,64776,17.7003
"Bonner County, ID",16017,46173,26.6,22.5543,57780,20.0272
"Mifflin County, PA",42087,46166,112.3,23.8141,54256,12.5743
"Campbell County, WY",56005,46121,9.6,7.8988,102180,17.6723
"Allegany County, NY",36003,46118,44.8,19.8968,58531,20.6412
"Calaveras County, CA",6009,46038,45.1,26.6758,74872,21.4693
"Stevens County, WA",53065,46019,18.6,22.8449,59456,16.9431
"McDowell County, NC",37111,45955,104.3,21.2316,50896,15.1674
"Wood County, TX",48499,45916,71.2,30.1224,58939,18.1628
"Colquitt County, GA",13071,45819,84.2,17.6542,46904,14.3049
"Logan County, OH",39091,45788,99.9,19.1841,64007,17.5274
"Auglaize County, OH",39011,45702,113.9,19.9729,72210,17.0129
"Stokes County, NC",37169,45680,101.8,21.0771,57821,15.8275
"Gadsden County, FL",12039,45669,88.4,18.3998,49609,15.5846
"Chesterfield County, SC",45025,45666,57.1,17.766,44712,12.8126
"Hillsdale County, MI",26059,45635,76.3,20.8393,59406,17.2813
"Dunn County, WI",55033,45521,53.5,15.8718,66267,23.7467
"Lawrence County, IN",18093,45472,101.2,21.4682,58082,14.4718
"Greene County, AR",5055,45465,78.7,19.0036,54475,14.1538
"Habersham County, GA",13137,45414,164.1,19.6657,57195,16.2027
"Barron County, WI",55005,45356,52.6,23.331,60770,16.0552
"Warren County, MS",28149,45287,77,16.6008,55846,26.0305
"Itasca County, MN",27061,45217,16.9,24.4134,63670,21.5619
"Henderson County, KY",21101,45206,103.5,18.5352,59773,17.0531
"Huntingdon County, PA",42061,45164,51.6,21.0699,60839,15.621
"Baldwin County, GA",13009,44986,174.5,15.6649,50671,20.2297
"Madison County, OH",39097,44946,96.5,16.6222,75936,18.9805
"Macoupin County, IL",17117,44932,52.1,22.1268,67725,18.9767
"Union County, PA",42119,44894,142.1,19.0894,65450,24.2594
"Richmond County, NC",37153,44875,94.7,18.4045,44229,11.9836
"Shelby County, IN",18145,44860,109.1,18.4418,71732,18.485
"Callaway County, MO",29027,44733,53.6,16.4711,69290,23.8833
"Hopkins County, KY",21107,44706,82.5,20.1002,56471,14.3649
"Phelps County, MO",29161,44628,66.4,17.7781,58112,24.9956
"Vance County, NC",37181,44586,175.9,18.1425,48660,12.3903
"Chilton County, AL",1021,44525,64.3,17.4958,56167,13.3892
"Suwannee County, FL",12121,44525,64.7,24.2673,47551,10.181
"Thomas County, GA",13275,44518,81.7,19.774,45729,17.0435
"Stephenson County, IL",17177,44482,78.8,23.4724,62485,20.3743
"Barren County, KY",21009,44408,91.1,20.0527,53323,13.3506
"Lawrence County, TN",47099,44353,71.9,21.126,50977,12.818
"Chambers County, TX",48071,44310,74.2,13.1031,96429,17.4249
"Jackson County, IN",18071,44263,86.9,18.5663,64600,13.7018
"Ravalli County, MT",30081,44129,18.5,24.8,56875,23.9207
"Delaware County, NY",36025,44120,30.6,24.9773,61366,20.2755
"Jackson County, NC",37099,44012,89.7,19.7628,48098,26.5314
"Polk County, WI",55095,43940,48.1,20.7533,68199,20.4189
"Caldwell County, TX",48055,43937,80.6,16.3484,59018,15.0525
"Holmes County, OH",39075,43861,103.8,15.296,62043,7.3766
"Shenandoah County, VA",51171,43767,86,23.7553,68431,20.3575
"Siskiyou County, CA",6093,43732,7,24.5495,49486,22.9133
"Douglas County, WA",53017,43661,24,17.1412,67643,16.2997
"Pittsburg County, OK",40121,43654,33.4,22.353,51114,15.9969
"DeKalb County, IN",18033,43616,120.2,17.3606,64713,17.9266
"Mecosta County, MI",26107,43589,78.5,19.9844,52733,20.1317
"Branch County, MI",26023,43581,86.1,19.5727,60126,14.1991
"Washington County, MS",28151,43570,60.1,16.0891,40801,18.5447
"Kay County, OK",40071,43528,47.3,21.3702,53134,18.4398
"Brown County, OH",39015,43516,88.8,19.3101,63272,11.1321
"Jefferson County, PA",42065,43459,66.6,23.6499,56414,14.1931
"Coffee County, GA",13069,43422,75.5,14.9049,48969,11.2149
"Miller County, AR",5091,43325,69.3,17.8857,54579,15.1797
"Sullivan County, NH",33019,43259,80.5,21.5423,75093,24.5917
"Highland County, OH",39071,43244,78.2,20.1068,56962,12.5535
"Douglas County, WI",55031,43204,33.1,18.6511,64133,23.947
"Delaware County, OK",40041,43194,58.5,25.8855,44721,16.5811
"Stephens County, OK",40137,43180,49.6,21.8434,59709,16.2984
"Kandiyohi County, MN",27067,43152,54.2,20.3119,68950,20.3209
"Davie County, NC",37059,43079,163.1,21.2609,70906,26.8817
"Erath County, TX",48143,43006,39.7,16.5721,53701,26.0065
"Montrose County, CO",8085,43000,19.2,22.3442,61365,22.7111
"Pierce County, WI",55093,42935,74.8,13.9956,83381,27.0819
"St. John the Baptist Parish, LA",22095,42809,200.9,13.7798,71828,13.4957
"Polk County, GA",13233,42733,137.7,16.926,51383,11.7048
"Dubois County, IN",18037,42729,100,18.5986,73602,21.8358
"Muscatine County, IA",19139,42655,97.5,17.6322,70437,17.1594
"Butler County, MO",29023,42597,61.3,21.971,47629,13.3055
"Cerro Gordo County, IA",19033,42479,74.7,22.4299,63212,19.951
"Pettis County, MO",29159,42397,62.1,18.8221,54373,15.4983
"Franklin County, TN",47051,42385,76.4,22.5245,58055,17.4195
"Fayette County, WV",54019,42371,64,22.0505,47807,11.4191
"Okeechobee County, FL",12093,42326,55,21.4951,48298,10.7486
"Okanogan County, WA",53047,42267,8,21.7404,50290,17.055
"Summit County, UT",49043,42247,22.6,10.5451,113441,44.9102
"Sweetwater County, WY",56037,42226,4,11.0216,92264,18.5854
"Baxter County, AR",5005,42212,76.2,34.9498,48217,17.17
"Fulton County, OH",39051,42167,104,18.2157,70553,20.3564
"Windham County, VT",50025,42164,53.7,20.878,70068,31.6469
"Hendry County, FL",12051,42033,36.5,16.3229,48215,9.4201
"Clinton County, OH",39027,42021,102.8,17.8982,63914,14.434
"Upshur County, TX",48459,41979,72,20.565,63910,16.2245
"Levy County, FL",12075,41797,37.4,25.4636,48331,9.9381
"Wharton County, TX",48481,41620,38.3,19.5267,53317,14.3053
"Crawford County, OH",39033,41534,103.4,22.9788,57972,13.0683
"Cooke County, TX",48097,41487,47.4,20.6667,67610,15.4876
"Sequoyah County, OK",40135,41449,61.6,19.3201,41691,14.9348
"Warren County, TN",47177,41430,95.8,19.3531,45989,12.5211
"Ohio County, WV",54069,41383,391.1,23.2438,56509,29.3206
"Fayette County, TN",47047,41325,58.6,19.6346,77221,20.8128
"Sanilac County, MI",26151,41226,42.8,22.9273,55485,14.4238
"Mercer County, OH",39107,41200,89.1,20.0752,72400,19.8565
"Manassas city, VA",51683,41182,4167.9,9.5357,92549,28.1355
"Mayes County, OK",40097,41139,62.8,20.1828,49819,15.1002
"Benton County, MN",27009,41022,100.5,15.265,69934,23.0393
"Shawano County, WI",55115,40974,45.9,23.4881,60885,18.346
"Preble County, OH",39135,40907,96.5,20.1384,67380,15.5473
"Gratiot County, MI",26057,40801,71.8,18.9995,56204,14.1167
"Isanti County, MN",27059,40788,93.6,16.4975,81503,19.448
"McClain County, OK",40087,40777,71.5,17.7428,71619,19.9979
"Cheatham County, TN",47021,40761,134.8,14.8107,74540,23.2184
"Tift County, GA",13277,40742,157.4,16.4891,51591,17.2262
"Harrison County, IN",18061,40728,84.1,18.4345,72711,14.072
"Tioga County, PA",42117,40686,35.9,23.6789,59263,19.9237
"Ottawa County, OH",39123,40643,159.4,24.3806,74441,20.4781
"McKean County, PA",42083,40628,41.5,21.9405,57592,16.9838
"Oconee County, GA",13219,40604,220.3,14.9468,101955,38.6316
"Nez Perce County, ID",16069,40563,47.8,22.9273,61639,22.1976
"Tazewell County, VA",51185,40542,78.1,22.3398,50151,13.0306
"Clatsop County, OR",41007,40507,48.9,21.4432,62043,22.1211
"Marinette County, WI",55075,40466,28.9,25.2385,58145,13.9221
"Mississippi County, AR",5093,40449,44.9,15.8446,49966,11.6348
"Snyder County, PA",42109,40432,123,20.0658,65588,16.5078
"Jim Wells County, TX",48249,40429,46.7,17.4677,56330,11.874
"Tallapoosa County, AL",1123,40416,56.4,22.1645,53591,12.951
"Warren County, VA",51187,40343,189,16.8629,82260,20.9166
"Orleans County, NY",36073,40309,103,18.894,67869,19.0441
"Susquehanna County, PA",42115,40307,48.9,23.8569,64784,17.2113
"Latah County, ID",16057,40220,37.4,13.7618,55727,41.9389
"Murray County, GA",13213,40213,116.7,14.836,50693,9.1383
"Howell County, MO",29091,40182,43.3,22.2911,47158,17.5226
"Amador County, CA",6005,40131,67.5,25.965,72578,19.6416
"Avoyelles Parish, LA",22009,40123,48.2,18.8869,47162,10.5089
"Bryan County, GA",13029,40081,91.9,12.3051,87059,27.7142
"Mower County, MN",27099,40053,56.3,21.3817,65972,19.2176
"Danville city, VA",51590,40024,932.2,23.1636,43651,15.9185
"Pasquotank County, NC",37139,39979,176.2,18.0445,66371,22.7382
"Knox County, ME",23013,39899,109.3,24.3841,65706,29.5806
"Campbell County, TN",47013,39864,83,22.7724,42994,9.9713
"Wyoming County, NY",36121,39858,67.2,18.0566,69306,15.2641
"Waldo County, ME",23027,39833,54.6,21.1734,57491,30.0132
"Webster County, MO",29225,39714,67,17.553,59399,17.4066
"Madison County, ID",16065,39703,84.6,7.5485,47343,32.5442
"Person County, NC",37145,39630,101,19.7679,59958,16.7878
"LaGrange County, IN",18087,39598,104.3,15.5765,64224,11.3026
"Wayne County, WV",54099,39385,77.8,21.8433,49941,11.0623
"Marshall County, IA",19127,39366,68.8,20.4059,66159,16.1391
"Pike County, MS",28113,39360,96.2,18.1479,48798,13.7965
"Calloway County, KY",21035,39206,101.8,19.599,53632,27.8041
