county_name,fips,pop2020,pop_density_perSqMile,perc_pop_65plus,median_HH_income,perc_college_grad
"Adair County, MO",29001,25278,44.6,16.2473,46830,24.7519
"Dickinson County, MI",26043,25277,33.2,24.279,60389,20.3057
"Plymouth County, IA",19149,25240,29.3,21.2084,80925,18.6255
"Prentiss County, MS",28117,25235,60.8,20.4874,46263,11.4274
"Tattnall County, GA",13267,25210,52.6,14.9266,48703,10.9392
"Butts County, GA",13035,25209,136.7,16.4306,69296,8.3751
"Iosco County, MI",26069,25206,45.9,32.6946,48624,13.4445
"Staunton city, VA",51790,25159,1259.5,24.6313,62140,29.4328
"Bremer County, IA",19017,25119,57.7,22.3018,81738,26.8184
"Grant County, KY",21081,25116,97.4,14.5485,65689,13.8539
"Churchill County, NV",32001,25044,5.1,19.29,70086,14.6373
"Hardeman County, TN",47069,25022,37.5,17.8803,45486,11.7001
"Brown County, MN",27015,25016,40.9,23.9886,67640,19.9832
"Cleburne County, AR",5023,24967,45.1,30.2279,54355,14.9265
"Milam County, TX",48331,24933,24.5,22.3479,53547,13.5738
"Yates County, NY",36123,24867,73.5,21.6793,66312,24.6175
"Union County, GA",13291,24838,77.2,33.4246,58485,17.2489
"St. Francis County, AR",5123,24832,39.1,15.5445,43468,12.0556
"Chattooga County, GA",13055,24828,79.2,18.9061,46073,9.5154
"Juniata County, PA",42067,24821,63.4,21.8162,61839,11.5675
"Jefferson County, OR",41031,24820,13.9,19.5689,55074,15.8348
"Morehouse Parish, LA",22067,24816,31.2,19.5277,42642,13.665
"Macon County, TN",47111,24780,80.7,18.64,48388,8.0983
"Otsego County, MI",26137,24763,48.1,22.3398,64955,19.5307
"Washington County, MO",29221,24746,32.6,18.0474,46375,8.1755
"Randolph County, MO",29175,24732,51.2,18.6034,51678,13.8275
"Crook County, OR",41013,24708,8.3,25.4614,55282,13.2682
"George County, MS",28039,24684,51.6,17.3675,64710,12.217
"Todd County, MN",27153,24675,26.1,22.4681,62929,16.3178
"Randolph County, IN",18135,24657,54.5,22.1519,56273,15.6859
"Manistee County, MI",26101,24650,45.5,26.1379,55214,19.19
"Grady County, GA",13131,24623,54.2,18.8564,45952,11.5281
"Sunflower County, MS",28133,24623,35.3,13.5239,38260,13.4723
"Lincoln County, KY",21137,24593,73.6,19.8837,47553,7.0657
"Abbeville County, SC",45001,24585,50.1,21.7734,48592,11.7241
"Anson County, NC",37007,24584,46.3,18.7927,49065,10.1434
"Barbour County, AL",1005,24575,27.8,18.1078,45946,15.7432
"Waushara County, WI",55137,24553,39.2,25.223,60614,17.4472
"Marion County, MS",28091,24533,45.2,19.2802,45451,11.2485
"Pottawatomie County, KS",20149,24491,29.1,16.1733,76510,26.3862
"Rowan County, KY",21205,24470,87.5,16.4119,46267,22.1724
"Jackson County, OK",40065,24467,30.5,16.1319,55756,20.7474
"Nicholas County, WV",54067,24464,37.8,22.5352,54260,15.7319
"Jerome County, ID",16053,24424,40.9,14.0763,50109,16.9445
"Fairfax city, VA",51600,24232,3883.8,17.2458,124600,48.5647
"Seminole County, OK",40133,24230,38.3,21.0483,41748,14.6466
"Upshur County, WV",54097,24199,68.2,21.8893,54863,16.7643
"Roscommon County, MI",26143,24186,46.5,35.0203,47932,14.3628
"Payette County, ID",16075,24110,59.3,20.0581,55682,14.267
"White County, IN",18181,24105,47.7,21.5184,67692,16.6402
"Cassia County, ID",16031,24062,9.4,17.1765,55032,18.7055
"Ohio County, KY",21183,24040,40.9,20.5116,54023,9.359
"Goochland County, VA",51075,23980,85.2,20.3211,111406,36.2153
"Page County, VA",51139,23971,77.1,23.1238,62165,11.5831
"Scott County, IN",18143,23964,125.9,18.0646,56278,11.5058
"Sabine Parish, LA",22085,23944,27.6,21.947,47200,13.407
"Crawford County, MO",29055,23941,32.2,21.4319,49690,14.3507
"Iowa County, WI",55049,23734,31.1,18.2649,77295,21.791
"Luna County, NM",35029,23697,8,24.885,39745,11.4242
"Winston County, AL",1133,23651,38.6,23.1407,46588,11.6752
"Hertford County, NC",37091,23594,66.8,20.6832,45005,13.5154
"Clarke County, AL",1025,23592,19,20.9647,43571,11.807
"Poinsett County, AR",5111,23537,31,20.6059,42345,9.485
"Saline County, IL",17165,23520,61.9,23.7968,50727,14.4351
"Limestone County, TX",48293,23516,26,20.7306,56010,15.8379
"Aransas County, TX",48007,23511,93.3,30.1816,58353,20.5295
"Dawson County, NE",31047,23508,23.2,18.0151,62317,17.1203
"Osceola County, MI",26133,23505,41.5,22.374,52762,15.8382
"Franklin County, GA",13119,23468,89.7,21.7062,46278,12.2794
"Hood River County, OR",41027,23451,44.9,16.1997,73200,24.6942
"Antrim County, MI",26009,23435,49.3,28.1502,59900,27.2794
"Itawamba County, MS",28057,23435,44,20.8406,49642,14.7357
"Columbia County, AR",5027,23424,30.6,20.6711,48921,16.7106
"Grainger County, TN",47057,23406,83.4,21.456,45098,11.9523
"Ouachita County, AR",5103,23384,31.9,21.9381,46422,19.8909
"Teton County, WY",56039,23376,5.9,12.7995,91967,44.7554
"New Kent County, VA",51127,23370,111.4,16.6581,93209,22.445
"Lee County, VA",51105,23367,53.7,21.1709,45163,13.36
"Bandera County, TX",48019,23322,29.5,26.147,67840,22.2486
"Mingo County, WV",54059,23322,55.1,18.1074,48110,10.744
"Meeker County, MN",27093,23267,38.3,21.3693,72121,18.2991
"Hampshire County, WV",54027,23220,36.3,21.6494,39651,7.8579
"Panola County, TX",48365,23217,29,20.3687,66751,11.1426
"Plaquemines Parish, LA",22075,23189,29.7,14.9209,81277,14.1713
"Fayette County, IN",18041,23123,107.5,21.7662,49396,8.3157
"Curry County, OR",41015,23084,14.2,34.0236,52816,23.116
"Ray County, MO",29177,23069,40.6,19.7364,71606,13.2506
"Houston County, TX",48225,23045,18.7,24.5172,46584,14.0601
"Hockley County, TX",48219,23041,25.4,17.1564,63075,17.6947
"Starke County, IN",18149,23028,74.5,20.5532,55355,14.2593
"Blaine County, ID",16013,23021,8.7,15.0428,76410,39.828
"Meigs County, OH",39105,22949,53.4,20.7373,47836,11.6018
"Yankton County, SD",46135,22885,43.9,20.7428,71515,26.2064
"McDonald County, MO",29119,22872,42.4,16.6579,47871,9.8486
"Prince Edward County, VA",51147,22858,65.3,18.3393,53930,22.7472
"Menominee County, MI",26109,22828,21.9,24.3122,54627,16.0119
"Anderson County, KY",21005,22827,113.1,16.2308,71094,20.6477
"Sumner County, KS",20191,22826,19.3,20.2094,66205,22.9586
"Leake County, MS",28079,22782,39.1,16.9959,42416,10.3573
"Randolph County, AL",1111,22779,39.2,22.2486,49870,13.2533
"Franklin County, IN",18047,22764,59.2,18.8719,70992,20.0253
"Emanuel County, GA",13107,22756,33.4,18.4259,42966,9.334
"Waynesboro city, VA",51820,22747,1512.5,21.3874,60573,23.7986
"Saline County, MO",29195,22725,30.1,20.176,55188,14.0723
"Caswell County, NC",37033,22666,53.3,20.9741,52677,10.8
"Rockbridge County, VA",51163,22665,37.9,26.7726,62647,21.1652
"Asotin County, WA",53003,22661,35.6,24.7297,60063,17.6958
"Pacific County, WA",53049,22618,24.3,30.0159,53148,18.0284
"Hopewell city, VA",51670,22599,2198.7,18.3282,53035,10.7129
"Klickitat County, WA",53039,22577,12.1,22.8285,54773,21.9292
"Grant Parish, LA",22043,22450,34.9,16.0045,53563,10.8125
"Martin County, NC",37117,22446,48.7,22.8771,48895,11.8146
"Bibb County, AL",1007,22427,36,16.9171,50761,7.3908
"Burke County, GA",13033,22380,27.1,15.9964,45234,11.0065
"Fairfield County, SC",45039,22368,32.6,19.8006,51211,15.7246
"Crisp County, GA",13081,22355,82,17.8841,48557,16.0915
"Overton County, TN",47133,22347,51.6,22.2222,47367,11.1509
"Vilas County, WI",55125,22335,26.1,31.9588,54968,24.1594
"Clark County, AR",5019,22280,25.7,18.842,45499,22.6305
"Logan County, CO",8075,22227,12.1,18.4955,59744,13.9758
"Putnam County, GA",13237,22216,64.5,23.6001,58819,18.5991
"Johnson County, KY",21115,22187,84.7,18.8985,47772,9.0932
"Adair County, OK",40001,22152,38.6,16.9556,32640,12.1946
"Union Parish, LA",22111,22151,25.3,21.3941,49597,13.6444
"Scott County, TN",47151,22142,41.6,18.5485,40070,11.6495
"Nodaway County, MO",29147,22111,25.2,16.8152,53654,22.5036
"Mahaska County, IA",19123,22084,38.7,20.6937,65811,22.0746
"Mercer County, KY",21167,22066,88.7,20.6925,63065,16.4041
"Tippah County, MS",28139,22043,48.1,18.7225,45842,10.3978
"Llano County, TX",48299,22001,23.6,37.6074,63612,25.097
"Washington County, IA",19183,21999,38.7,21.9555,71150,20.5447
"Brooke County, WV",54009,21990,246.5,24.4293,60132,20.2955
"Coahoma County, MS",28027,21949,39.7,16.1283,37238,17.4866
"Henry County, MO",29083,21895,31.4,24.9463,54447,15.8819
"Madison County, NC",37115,21893,48.7,22.9982,54549,20.0761
"Leelanau County, MI",26089,21848,62.9,28.918,73517,37.6324
"Beckham County, OK",40009,21827,24.2,16.1085,69127,15.7367
"Mitchell County, GA",13205,21822,42.6,17.4228,46974,8.6242
"Assumption Parish, LA",22007,21818,64.4,17.9576,61925,10.9217
"Jersey County, IL",17083,21812,59.1,20.6171,75266,16.1624
"Gray County, TX",48179,21802,23.5,19.9385,59004,15.0281
"Tyler County, TX",48457,21790,23.6,24.19,51003,9.2529
"Wyandot County, OH",39175,21773,53.5,21.0628,65588,13.0401
"Pointe Coupee Parish, LA",22077,21756,39,20.4311,60635,13.6614
"Saunders County, NE",31155,21699,28.9,20.1622,80356,24.7413
"Sevier County, UT",49041,21688,11.4,19.1627,62815,15.723
"Shelby County, IL",17173,21646,28.5,24.5542,65089,16.375
"Wabasha County, MN",27157,21644,41.4,21.9922,75630,20.3794
"Hubbard County, MN",27057,21626,23.4,26.6577,61443,24.03
"Nobles County, MN",27105,21624,30.2,18.4378,59196,13.4331
"Colusa County, CA",6011,21605,18.8,16.6767,66724,14.7197
"Lampasas County, TX",48281,21604,30.3,20.6397,64345,18.1913
"Gaines County, TX",48165,21555,14.3,12.1086,65817,9.3421
"Gage County, NE",31067,21546,25.3,24.5428,64279,19.8115
"Taylor County, FL",12123,21546,20.7,20.556,48212,11.7882
"Scott County, VA",51169,21544,40.2,25.7287,50111,10.6176
"Hempstead County, AR",5057,21504,29.6,19.2383,44293,14.8709
"Logan County, AR",5083,21501,30.4,22.1943,51984,13.9189
"Colorado County, TX",48089,21499,22.4,24.0662,55944,17.5353
"Letcher County, KY",21133,21497,63.6,19.0166,43078,11.3082
"Morgan County, TN",47129,21456,41.1,18.5076,53627,6.8596
"Allen County, KY",21003,21429,62.2,19.6369,49836,11.7201
"Boone County, WV",54005,21373,42.6,18.8696,58840,9.2718
"Yell County, AR",5149,21367,23,19.3476,50582,9.9431
"Willacy County, TX",48489,21361,36.2,15.5658,33421,8.6436
"Fayette County, IL",17051,21360,29.8,20.6835,61908,14.0723
"McDuffie County, GA",13189,21323,82.8,17.8633,53927,12.4486
"Jo Daviess County, IL",17085,21246,35.3,27.3275,72105,23.5615
"Calhoun County, TX",48057,21234,41.9,19.5818,58086,15.4805
"Meriwether County, GA",13199,21224,42.3,20.6888,52793,10.8078
"Buchanan County, IA",19019,21204,37.1,20.1,76159,17.8786
"La Paz County, AZ",4012,21195,4.7,38.8865,46035,10.3405
"Seward County, KS",20175,21130,33,10.549,57871,11.0047
"Minidoka County, ID",16067,21102,27.9,20.0171,55476,10.046
"Fillmore County, MN",27045,21098,24.5,24.5426,67792,20.3828
"Ogemaw County, MI",26129,21096,37.4,28.3182,47912,12.2791
"Greene County, NC",37079,21085,79.3,16.9078,56771,10.6833
"St. James Parish, LA",22093,21046,87.1,17.1577,73691,16.1663
"Dodge County, MN",27039,21004,47.8,16.1398,90253,21.7619
"Newton County, MS",28101,20977,36.3,19.4403,49562,15.2224
"Moore County, TX",48341,20973,23.3,13.1788,64228,13.0506
"Perry County, IL",17145,20914,47.3,20.0775,59099,14.551
"Buchanan County, VA",51027,20908,41.6,21.2598,43384,7.5262
"Conway County, AR",5029,20908,37.9,22.1159,45869,15.3851
"Hutchinson County, TX",48233,20908,23.6,19.2797,61132,18.2991
"Gonzales County, TX",48177,20902,19.6,19.0412,52642,17.2197
"Washington County, NE",31177,20880,53.5,18.5441,92023,28.3275
"Owen County, IN",18119,20846,54.1,19.8359,59764,11.6163
"Barnwell County, SC",45011,20833,38,18.2787,49923,15.7248
"Polk County, NC",37149,20826,87.6,29.7849,57350,26.7875
"Grenada County, MS",28043,20782,49.2,19.5554,47665,16.0298
"Jones County, IA",19105,20742,36,22.2062,74282,18.1258
"Sullivan County, IN",18153,20707,46.3,19.1674,62621,13.0632
"Stutsman County, ND",38093,20701,9.3,21.6415,67704,24.8504
"Morgan County, MO",29141,20699,34.6,28.0158,49597,14.2801
"Monroe County, AL",1099,20697,20.2,20.4571,42292,10.9952
"Jackson County, WI",55053,20678,20.9,20.8821,57799,16.7057
"DeKalb County, TN",47041,20614,67.7,20.3502,48416,15.5747
"Breckinridge County, KY",21027,20572,36.3,20.771,54911,9.12
"Dodge County, GA",13091,20571,41.5,18.3025,50683,14.2887
"Vernon County, MO",29217,20570,24.9,21.298,51125,15.3019
"Saluda County, SC",45081,20567,45.4,20.0029,53106,12.3173
"Carbon County, UT",49007,20560,13.9,17.6508,63777,12.656
"Chaffee County, CO",8015,20513,20.2,25.4522,63596,28.6334
"Kewaunee County, WI",55061,20462,59.7,21.2052,74524,14.8688
"Washington County, GA",13303,20428,30.1,17.8823,45313,12.0654
"Jay County, IN",18075,20424,53.2,20.094,58963,11.0673
"Clinton County, MO",29049,20421,48.7,20.7042,73118,19.6011
"Lincoln County, WV",54043,20394,46.7,20.2952,47028,7.9484
"Taylor County, WI",55119,20373,20.9,21.0376,60517,14.7558
"Wayne County, KY",21231,20334,44.4,20.9796,38056,8.2388
"Wyoming County, WV",54109,20323,40.7,19.8888,48392,8.4923
"Adams County, WI",55001,20295,31.4,30.0764,59448,14.4583
"Carroll County, IN",18015,20278,54.5,20.6332,69665,16.6748
"Spencer County, IN",18147,20274,51.1,19.8875,73550,17.0299
"Worth County, GA",13321,20259,35.5,19.3099,52387,11.13
"Smith County, TN",47159,20248,64.4,18.2685,61786,11.9841
"DeWitt County, TX",48123,20212,22.2,22.2739,57585,13.5623
"Lavaca County, TX",48285,20209,20.8,26.7059,59015,17.7883
"Uinta County, WY",56041,20194,9.7,11.9639,80533,17.2953
"Wayne County, MS",28153,20179,24.9,18.1278,44443,10.1443
"Carroll County, IA",19027,20168,35.4,23.6117,67383,18.5175
"Frio County, TX",48163,20144,17.8,14.9176,50024,7.7235
"Jones County, TX",48253,20144,21.7,17.1267,50130,11.62
"Lincoln County, MT",30053,20110,5.6,26.7181,47408,21.724
"Woodward County, OK",40153,20102,16.2,18.0529,67199,18.2958
"Richland Parish, LA",22083,20095,35.9,18.9052,53294,12.8484
"Union County, TN",47173,20089,89.9,18.7267,47035,8.998
"Fulton County, IN",18049,20009,54.3,21.3554,59494,18.158
"Dakota County, NE",31043,20007,75.7,13.4353,56565,8.6148
"Franklin Parish, LA",22041,20001,32,21.2989,46143,12.2069
"Polk County, AR",5113,20000,23.3,25.165,44996,12.8901
"Winneshiek County, IA",19191,20000,29,21.665,73788,23.897
"Henry County, IA",19087,19962,46,20.3186,62678,19.5064
"Adams County, WA",53001,19951,10.4,13.8189,53580,12.9461
"Cherokee County, KS",20021,19935,33.9,20.9029,58288,15.9994
"Montague County, TX",48337,19934,21.4,25.3085,63402,11.7805
"Pickens County, AL",1107,19928,22.6,21.7533,38962,11.0031
"Lincoln County, WY",56023,19914,4.9,16.6767,87490,25.9877
"Greene County, VA",51079,19897,127.3,16.9975,81572,26.5486
"Clay County, KY",21051,19892,42.4,16.5544,33018,7.8292
"Duchesne County, UT",49013,19882,6.1,14.4352,75833,15.0125
"Bourbon County, KY",21017,19811,68.4,19.9485,56723,15.5378
"Texas County, OK",40139,19803,9.7,12.4678,60429,19.9051
"Warren County, NC",37185,19770,46.1,24.7142,46678,12.4481
"Freestone County, TX",48161,19763,22.5,22.0513,60664,13.1366
"Davison County, SD",46035,19760,45.4,21.3057,66161,30.1713
"Holmes County, FL",12059,19703,41.2,22.5093,47442,11.702
"Martin County, MN",27091,19696,27.6,25.9037,65075,16.99
"McIntosh County, OK",40091,19679,31.8,27.5675,40628,13.4733
"Fayette County, IA",19065,19665,26.9,24.714,61391,19.6916
"Orange County, IN",18117,19663,49.4,20.7598,50222,14.802
"Long County, GA",13183,19662,49.1,10.3855,55984,11.1355
"Lincoln County, NM",35027,19639,4.1,27.3486,56673,25.7601
"Ashley County, AR",5003,19602,21.2,21.3703,50681,14.2192
"Labette County, KS",20099,19583,30.3,20.9365,53218,20.2949
"Pierce County, GA",13229,19569,61.8,18.7133,56969,8.3826
"Benton County, MO",29015,19564,27.8,32.8512,46811,10.9031
"Buena Vista County, IA",19021,19526,34,18.2167,63599,17.4685
"Los Alamos County, NM",35028,19514,178.8,19.1145,137885,62.1994
"Berrien County, GA",13019,19478,43.1,18.3284,45175,11.2052
"Jackson County, IA",19097,19474,30.6,23.9704,64119,15.859
"Douglas County, IL",17041,19465,46.7,20.56,70134,18.1055
"Kent County, MD",24029,19455,70.2,27.2269,74472,33.4917
"Northampton County, NC",37131,19447,36.2,25.315,45263,8.3594
"Morgan County, GA",13211,19443,56,20.6141,64594,19.1353
"Tishomingo County, MS",28141,19441,45.8,23.543,46898,9.7831
"Butler County, AL",1013,19424,25,21.3035,41609,14.3783
"Spencer County, KY",21215,19404,103.9,14.1929,86591,16.0845
"Banks County, GA",13011,19354,83.4,17.0146,57224,13.6684
"Marion County, KY",21155,19342,56.4,17.1492,53981,10.8068
"Clay County, MS",28025,19294,47,18.441,44690,18.6499
"Perry County, IN",18123,19281,50.5,19.5426,62131,11.9875
"Adair County, KY",21001,19260,47.5,20.3219,44024,16.6527
"Elbert County, GA",13105,19251,54.8,21.308,47678,8.2871
"Langlade County, WI",55067,19245,22.1,25.5027,58847,15.0178
"Hampton County, SC",45049,19216,34.3,17.8601,49221,11.7286
"Concordia Parish, LA",22029,19192,27.5,18.8933,40095,13.1024
"Lamar County, GA",13171,19190,104.6,18.1397,58757,15.6092
"Brantley County, GA",13025,19171,43.3,16.7649,50793,6.2836
"East Feliciana Parish, LA",22037,19155,42.2,17.5307,59285,12.2894
"Jefferson County, KS",20087,19128,35.9,20.3837,79482,21.8031
"Pike County, GA",13231,19118,88.5,16.9212,76259,16.7416
"Perry County, MO",29157,19115,40.3,20.272,64612,15.0681
"Hart County, KY",21099,19092,46.3,19.8774,44791,7.8819
"Park County, CO",8093,19031,8.7,15.9372,84636,31.1141
"Green Lake County, WI",55047,19009,54.4,24.3832,67610,18.3048
"Harrison County, KY",21097,18946,61.8,19.7773,54396,15.6078
"Bertie County, NC",37015,18912,27,22.5095,45951,11.7993
"Plumas County, CA",6063,18885,7.4,25.9889,63588,24.7684
"Andrews County, TX",48003,18868,12.6,15.4706,71997,14.1721
"Bosque County, TX",48035,18834,19.2,27.0415,59463,17.4993
"Marengo County, AL",1091,18832,19.3,21.2298,48238,14.37
"Gilchrist County, FL",12041,18716,53.5,21.885,50104,11.3264
"Simpson County, KY",21213,18716,79.9,18.7807,57481,12.4305
"Cedar County, IA",19031,18697,32.3,21.581,77994,21.3909
"Paulding County, OH",39125,18678,44.9,19.5256,61179,14.6061
"Crawford County, IL",17033,18657,42.1,21.4182,64908,17.7637
"Covington County, MS",28031,18639,45,19.4807,43997,13.4381
"Houston County, MN",27055,18623,33.7,22.2521,73479,23.5451
"Humphreys County, TN",47085,18623,35.1,22.8212,59008,13.988
"Poweshiek County, IA",19157,18620,31.8,23.2814,69055,21.3125
"Fentress County, TN",47049,18613,37.3,22.6723,39698,13.147
"Waseca County, MN",27161,18603,43.9,18.8249,74286,19.0845
"Stone County, MS",28131,18548,41.6,16.1743,61555,17.5826
"Burleson County, TX",48051,18543,28.1,22.5422,61567,11.5166
"Madison County, FL",12079,18524,26.6,20.5625,47763,11.0995
"Beadle County, SD",46005,18514,14.7,21.0111,62868,19.1803
"Radford city, VA",51750,18512,1875.3,10.5445,39429,24.3938
"Deaf Smith County, TX",48117,18503,12.4,15.4137,54757,14.792
"Greene County, GA",13133,18499,47.7,26.7582,57132,20.1892
"Dickinson County, KS",20041,18466,21.8,23.064,69446,19.1946
"Eastland County, TX",48133,18418,19.9,25.2633,48699,20.1265
"Roosevelt County, NM",35041,18414,7.5,16.2757,49649,18.8789
"Appling County, GA",13001,18413,36.3,18.1068,50348,11.5071
"Wright County, MO",29229,18393,27,22.9489,41985,11.2581
"Jefferson County, IA",19101,18371,42.2,18.6653,65328,28.6353
"Bethel Census Area, AK",2050,18348,0.5,10.3009,47299,9.5635
"Otero County, CO",8089,18335,14.5,23.4306,44218,18.8023
"Grant County, AR",5053,18332,29,19.4196,67640,18.5827
"Pike County, MO",29163,18318,27.3,20.1823,57734,11.5038
"Gem County, ID",16045,18279,32.6,23.9729,54186,15.9463
"Drew County, AR",5043,18244,22,19.2885,45469,21.4017
"Montour County, PA",42093,18230,140,23.2968,70180,25.7393
"Attala County, MS",28007,18183,24.7,22.1636,44656,19.6888
"Yancey County, NC",37199,18176,58.1,26.2269,53258,13.3681
"Kalkaska County, MI",26079,18149,32.4,21.9296,53928,14.8603
"Westmoreland County, VA",51193,18111,79,26.6468,68566,13.2993
"Inyo County, CA",6027,18076,1.8,24.0208,59115,19.0868
"Young County, TX",48503,18069,19.8,23.4047,56866,17.9239
"Randolph County, AR",5121,18036,27.7,24.1462,46183,11.656
"Macon County, AL",1087,18031,29.6,19.0616,41947,16.8991
"Russell County, KY",21207,17993,70.9,22.4754,40162,10.6485
"Winston County, MS",28159,17953,29.6,20.9157,44403,17.3474
"Ste. Genevieve County, MO",29186,17948,36,21.189,66697,12.472
"Unicoi County, TN",47171,17944,96.4,25.3177,48822,12.8047
"Morgan County, WV",54065,17940,78.3,24.1304,49219,14.6461
"Benzie County, MI",26019,17846,55.8,26.2972,64133,23.9707
"Schuyler County, NY",36097,17846,54.4,22.3019,66887,16.7868
"Johnson County, TN",47091,17837,59.8,23.1934,41668,9.9246
"Andrew County, MO",29003,17771,41.1,20.4716,77646,19.9256
"Franklin County, AR",5047,17763,29.2,21.6067,49574,11.4948
"San Juan County, WA",53055,17750,102.1,28.9183,70045,43.7379
"Garrard County, KY",21079,17742,77.1,19.2256,60787,18.0502
"Cooper County, MO",29053,17725,31.4,19.8477,62162,18.9051
"Hancock County, IL",17067,17709,22.3,25.4842,60775,19.2402
"Pitkin County, CO",8097,17683,18.2,15.5064,92551,50.5737
"Patrick County, VA",51141,17650,36.5,27.4164,51809,10.055
"Phillips County, AR",5107,17639,25.4,19.9104,40755,16.1052
"Avery County, NC",37011,17610,71.3,22.1579,54303,18.0915
"Gunnison County, CO",8051,17600,5.4,11.858,69491,56.6285
"Southampton County, VA",51175,17600,29.4,20.4318,66277,13.5219
"Sharp County, AR",5135,17579,29.1,30.252,40714,9.8405
"Clayton County, IA",19043,17560,22.6,24.721,65191,16.3202
"McDowell County, WV",54047,17537,32.9,21.7084,32310,4.264
"Hughes County, SD",46065,17530,23.6,16.9424,76155,30.8529
"Colonial Heights city, VA",51570,17513,2328.9,23.217,70945,18.5942
"Arkansas County, AR",5001,17468,17.7,20.7751,55772,12.8701
"Leon County, TX",48289,17467,16.3,27.7724,59604,16.8826
"Manassas Park city, VA",51685,17426,6877.5,8.0971,97859,22.565
"Chester County, TN",47023,17376,60.8,18.9975,57626,17.0321
"Dukes County, MA",25007,17365,168.2,20.7429,83503,37.5974
"Falls County, TX",48145,17351,22.7,20.9613,45180,12.3952
"Seward County, NE",31159,17336,30.3,19.7796,83357,29.5985
"Dickinson County, IA",19059,17330,45.5,27.9227,72708,27.4876
"Cook County, GA",13075,17306,76.2,18.0342,52043,13.2048
"Lee County, TX",48287,17289,27.5,20.4118,67619,11.9638
"Haywood County, TN",47075,17288,32.4,17.8621,45635,11.8624
"McCreary County, KY",21147,17287,40.5,16.5211,33161,6.1442
"Henry County, AL",1067,17283,30.8,22.797,57211,16.0179
"Rabun County, GA",13241,17280,46.7,26.8519,47794,28.5258
"Mariposa County, CA",6043,17246,11.9,26.6613,70782,21.3231
"King William County, VA",51101,17242,62.9,16.8832,88956,22.9245
"Richland County, WI",55103,17240,29.4,23.051,62784,16.2202
"Buckingham County, VA",51029,17191,29.7,19.1728,52297,12.8116
"Edgar County, IL",17045,17161,27.5,24.1886,58795,14.5049
"Chickasaw County, MS",28017,17139,34.2,18.315,42660,13.7694
"Robertson County, TX",48395,17123,20,21.4215,57753,21.0166
"Mason County, KY",21161,17094,71.2,19.7379,53929,14.5631
"Marshall County, OK",40095,17047,45.9,24.2858,45878,14.1506
"New Madrid County, MO",29143,17036,25.2,21.0672,48073,10.4242
"Sevier County, AR",5133,17018,30.1,14.9841,41603,8.4473
"Delaware County, IA",19055,16992,29.4,21.6573,72119,19.0906
"Holmes County, MS",28051,16978,22.4,16.9455,31551,10.8295
"Parke County, IN",18121,16948,38.1,20.6691,62794,14.7247
"Dallas County, MO",29059,16938,31.3,22.4171,57192,17.28
"Dixie County, FL",12029,16919,24,24.4222,48832,8.1934
"Polk County, TN",47139,16885,38.8,22.6473,50852,11.4461
"Tama County, IA",19171,16853,23.4,23.1116,64077,14.3832
"Piscataquis County, ME",23021,16843,4.3,26.1295,51386,15.4675
"Humboldt County, NV",32013,16841,1.7,13.6334,74294,15.8944
"Marion County, AR",5089,16821,28.2,30.6046,46594,13.111
"Warren County, IL",17187,16819,31,21.3211,57573,19.855
"Hardin County, IA",19083,16817,29.5,26.1937,66959,17.4069
"Crawford County, IA",19047,16783,23.5,20.3182,61789,12.0584
"Giles County, VA",51071,16778,47.2,23.4712,64117,16.779
"Idaho County, ID",16049,16739,2,27.2657,50525,17.3712
"Bristol city, VA",51520,16734,1285.9,23.9453,44486,18.9321
"Jackson County, AR",5067,16722,26.4,20.3504,42730,11.5768
"Taylor County, WV",54091,16719,96.8,21.1496,57327,14.4151
"Lee County, SC",45061,16711,40.7,17.9044,39863,9.4773
"Wayne County, TN",47181,16711,22.8,20.5134,47868,9.1504
"Park County, MT",30067,16709,6,21.6111,59821,32.7111
"Rockcastle County, KY",21203,16696,52.7,19.9689,39241,9.0028
"Madison County, AR",5087,16674,20,20.451,44535,9.7232
"Lafayette County, WI",55065,16671,26.3,20.2147,67806,18.5649
"Scurry County, TX",48415,16670,18.4,19.1062,63996,12.8987
"Union County, IL",17181,16660,40.3,23.3613,58616,19.3292
"Ben Hill County, GA",13017,16651,66.6,18.131,44173,9.1558
"Sawyer County, WI",55113,16615,13.2,26.5242,52255,20.7591
"Rush County, IN",18139,16614,40.7,20.6452,65816,12.5343
"Socorro County, NM",35053,16588,2.5,18.9474,44629,18.8261
"Van Buren County, AR",5141,16571,23.4,28.7732,46624,14.1753
"Potter County, PA",42105,16510,15.3,25.2029,56668,15.0181
"Hill County, MT",30041,16497,5.7,16.5727,54018,18.8433
"Barbour County, WV",54001,16467,48.3,21.7647,49439,11.1328
"Bond County, IL",17005,16461,43.3,19.5006,68613,18.8457
"Madison County, IA",19121,16431,29.3,19.5302,77755,23.4254
"Alamosa County, CO",8003,16423,22.7,14.7963,43845,20.2314
"Lawrence County, AR",5075,16415,27.9,23.9963,44451,10.5617
"Cross County, AR",5037,16401,26.6,20.2305,55970,11.2033
"Pawnee County, OK",40117,16396,28.9,21.3284,54357,18.0583
"Jasper County, MS",28061,16388,24.2,21.0459,42810,16.6809
"Kanabec County, MN",27065,16383,31.4,21.5345,63143,14.9686
"Piatt County, IL",17147,16363,37.3,21.2614,84344,29.2378
"Fountain County, IN",18045,16351,41.3,23.0995,63695,12.4177
